time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2026-06-26 09:44:00+00:00,18,7.480127806047676e-08,1.0484851742376122e-07,3.004723581057078e-08,False,0.05-0.4nm
2026-06-26 09:44:00+00:00,18,2.26375618694874e-06,2.2933431864657905e-06,2.958706168953995e-08,False,0.1-0.8nm
2026-06-26 09:45:00+00:00,18,2.2578267362405313e-06,2.287535835421295e-06,2.970917556410768e-08,False,0.1-0.8nm
2026-06-26 09:45:00+00:00,18,7.197478879561459e-08,1.0168443509428471e-07,2.9709644522313283e-08,False,0.05-0.4nm
2026-06-26 09:46:00+00:00,18,2.2542933493241435e-06,2.283922412971151e-06,2.9629054765223373e-08,False,0.1-0.8nm
2026-06-26 09:46:00+00:00,18,7.245924393828318e-08,1.0194035127142342e-07,2.9481105556783405e-08,False,0.05-0.4nm
2026-06-26 09:47:00+00:00,18,7.081074926418296e-08,1.0018013796297964e-07,2.9369392251510362e-08,False,0.05-0.4nm
2026-06-26 09:47:00+00:00,18,2.2554579572897637e-06,2.28525823331438e-06,2.9800183654060675e-08,False,0.1-0.8nm
2026-06-26 09:48:00+00:00,18,7.092577902767516e-08,9.978262482945865e-08,2.8856844025426653e-08,False,0.05-0.4nm
2026-06-26 09:48:00+00:00,18,2.263874648633646e-06,2.2932872525416315e-06,2.941254884092359e-08,False,0.1-0.8nm
2026-06-26 09:49:00+00:00,18,7.330749696166095e-08,1.0103197212174564e-07,2.7724471607371015e-08,False,0.05-0.4nm
2026-06-26 09:49:00+00:00,18,2.2841784357297e-06,2.3137433800002327e-06,2.956496736317149e-08,False,0.1-0.8nm
2026-06-26 09:50:00+00:00,18,7.53869144887176e-08,1.0392359683919494e-07,2.8536687679547867e-08,False,0.05-0.4nm
2026-06-26 09:50:00+00:00,18,2.296830643899739e-06,2.326108642591862e-06,2.927788322892866e-08,False,0.1-0.8nm
2026-06-26 09:51:00+00:00,18,2.3029406293062493e-06,2.3321995286096353e-06,2.9258943712306973e-08,False,0.1-0.8nm
2026-06-26 09:51:00+00:00,18,7.37652285920376e-08,1.0241882364425692e-07,2.8653589723148798e-08,False,0.05-0.4nm
2026-06-26 09:52:00+00:00,18,7.441465754709498e-08,1.0233883074306505e-07,2.792417141961323e-08,False,0.05-0.4nm
2026-06-26 09:52:00+00:00,18,2.289451458636904e-06,2.318137376278173e-06,2.8685859021493343e-08,False,0.1-0.8nm
2026-06-26 09:53:00+00:00,18,7.03890989939282e-08,9.906998599262806e-08,2.868089055141354e-08,False,0.05-0.4nm
2026-06-26 09:53:00+00:00,18,2.258150743728038e-06,2.2873500711284578e-06,2.9199343387631416e-08,False,0.1-0.8nm
2026-06-26 09:54:00+00:00,18,6.50537685942254e-08,9.417553314960969e-08,2.9121768108097967e-08,False,0.05-0.4nm
2026-06-26 09:54:00+00:00,18,2.2244676074478775e-06,2.2535577954840846e-06,2.9090340802895298e-08,False,0.1-0.8nm
2026-06-26 09:55:00+00:00,18,2.188801772717852e-06,2.2175099729793146e-06,2.8708036836633255e-08,False,0.1-0.8nm
2026-06-26 09:55:00+00:00,18,6.137033636832712e-08,9.045020021858363e-08,2.9079862073899676e-08,False,0.05-0.4nm
2026-06-26 09:56:00+00:00,18,2.1478351754922187e-06,2.1767632460978348e-06,2.892802442033826e-08,False,0.1-0.8nm
2026-06-26 09:56:00+00:00,18,5.942880676457207e-08,8.703806742005327e-08,2.7609258879124354e-08,False,0.05-0.4nm
2026-06-26 09:57:00+00:00,18,5.540756475852504e-08,8.222600911267364e-08,2.6818446130505436e-08,False,0.05-0.4nm
2026-06-26 09:57:00+00:00,18,2.106517513311701e-06,2.1355829176172847e-06,2.9065413187367994e-08,False,0.1-0.8nm
2026-06-26 09:58:00+00:00,18,5.3478004247153876e-08,8.038364285312127e-08,2.6905638605967397e-08,False,0.05-0.4nm
2026-06-26 09:58:00+00:00,18,2.0700067580037285e-06,2.0988106825825525e-06,2.8804022278450248e-08,False,0.1-0.8nm
2026-06-26 09:59:00+00:00,18,5.152960724785771e-08,7.859951267619181e-08,2.7069905428334096e-08,False,0.05-0.4nm
2026-06-26 09:59:00+00:00,18,2.033704731729813e-06,2.0621894236683147e-06,2.8484663516792352e-08,False,0.1-0.8nm
2026-06-26 10:00:00+00:00,18,5.2024223151647675e-08,7.872105811657093e-08,2.6696836741280094e-08,False,0.05-0.4nm
2026-06-26 10:00:00+00:00,18,2.0112770471314434e-06,2.039504124695668e-06,2.8227061577013046e-08,False,0.1-0.8nm
2026-06-26 10:01:00+00:00,18,1.9912270090571837e-06,2.019339490288985e-06,2.8112442151950745e-08,False,0.1-0.8nm
2026-06-26 10:01:00+00:00,18,5.0228852188638484e-08,7.671799551189906e-08,2.6489145099617417e-08,False,0.05-0.4nm
2026-06-26 10:02:00+00:00,18,4.750557636157282e-08,7.525139977815343e-08,2.7745825192937446e-08,False,0.05-0.4nm
2026-06-26 10:02:00+00:00,18,1.968083097381168e-06,1.9962656097050058e-06,2.8182610023463894e-08,False,0.1-0.8nm
2026-06-26 10:03:00+00:00,18,4.4677697985662235e-08,7.339652086102433e-08,2.8718819322648415e-08,False,0.05-0.4nm
